objectid,filename,format,subject,latitude,longitude,title,date,creator,description,rights,licenseurl,repository,citation,url
UAA-1977-046-005,https://archive.org/download/UAA-1977-046-005/UAA-1977-046-005.jpg,image/jpeg,Faculty/Staff; Sciences/Engineering,,,Professor Norman C. Pitcher,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1977-046-005, Professor Norman C. Pitcher, 1930",https://archive.org/details/UAA-1977-046-005
UAA-1977-046-018,https://archive.org/download/UAA-1977-046-018/UAA-1977-046-018.jpg,image/jpeg,Faculty/Staff; Sciences/Engineering,,,Dr. Karl A. Clark in lab,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1977-046-018, Dr. Karl A. Clark in lab, 1930",https://archive.org/details/UAA-1977-046-018
UAA-1969-010-037,https://archive.org/download/UAA-1969-010-037/UAA-1969-010-037.jpg,image/jpeg,Radio/Television; Student Life,,,CKUA Announcers,1931,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-037, CKUA Announcers, 1931",https://archive.org/details/UAA-1969-010-037
uaa-1969-012-048,https://archive.org/download/uaa-1969-012-048/UAA-1969-012-048.jpg,image/jpeg,Residences; Women,,,Rita Rushworth outside Pembina Hall,1931,University of Alberta Archives,Rita Rushworth outside Pembina Hall， 1931,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-048, Rita Rushworth outside Pembina Hall, 1931",https://archive.org/details/uaa-1969-012-048
uaa-1969-012-050a,https://archive.org/download/uaa-1969-012-050a/UAA-1969-012-050a.jpg,image/jpeg,Residences; Women,,,Pembina Residents,1931,University of Alberta Archives,"Pembina Residents, 1930-31. (Alice Stewart, Dorothy Jones, Beth Watson, Margaret Fraser, Dorothy Copp, Helen Faull).",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-050a, Pembina Residents, 1931",https://archive.org/details/uaa-1969-012-050a
uaa-1969-012-050b,https://archive.org/download/uaa-1969-012-050b/UAA-1969-012-050b.jpg,image/jpeg,Residences; Women,,,Pembina Residents,1931,University of Alberta Archives,"Pembina Residents, 1930-31. (Alice Stewart, Dorothy Jones, Beth Watson, Margaret Fraser, Dorothy Copp, Helen Faull)",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-050b, Pembina Residents, 1931",https://archive.org/details/uaa-1969-012-050b
UAA-1972-058-1306,https://archive.org/download/UAA-1972-058-1306/UAA-1972-058-1306.jpg,image/jpeg,Class Photos,,,Faculty of Law Graduating Class,1931,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1306, Faculty of Law Graduating Class, 1931",https://archive.org/details/UAA-1972-058-1306
UAA-1974-116-001,https://archive.org/download/UAA-1974-116-001/UAA-1974-116-001.jpg,image/jpeg,Radio/Television; Equipment,,,CKUA Studio controls,1931,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1974-116-001, CKUA Studio controls, 1931",https://archive.org/details/UAA-1974-116-001
UAA-1974-116-002,https://archive.org/download/UAA-1974-116-002/UAA-1974-116-002.jpg,image/jpeg,Radio/Television; Equipment,,,CKUA Studio controls,1931,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1974-116-002, CKUA Studio controls, 1931",https://archive.org/details/UAA-1974-116-002
UAA-1969-097-119,https://archive.org/download/UAA-1969-097-119/UAA-1969-097-119.jpg,image/jpeg,Arts/Fine Arts; Women,,,Women's English Club,1932,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-119, Women's English Club, 1932",https://archive.org/details/UAA-1969-097-119
UAA-1969-097-120,https://archive.org/download/UAA-1969-097-120/UAA-1969-097-120.jpg,image/jpeg,Student Life,,,Group of Men at Fraternity House,1932,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-120, Group of Men at Fraternity House, 1932",https://archive.org/details/UAA-1969-097-120
UAA-1969-010-049,https://archive.org/download/UAA-1969-010-049/UAA-1969-010-049.jpg,image/jpeg,Military,,,C.O.T.C.,1933,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-049, C.O.T.C., 1933",https://archive.org/details/UAA-1969-010-049
uaa-1969-097-141a,https://archive.org/download/uaa-1969-097-141a/uaa-1969-097-141a.jpg,image/jpeg,Faculty/Staff; Women,,,Group and members of Extension staff,1933,,Extension staff with Mrs. Emily Murphy,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-141a, Group and members of Extension staff, 1933",https://archive.org/details/uaa-1969-097-141a
UAA-1969-097-141b,https://archive.org/download/UAA-1969-097-141b/UAA-1969-097-141b.jpg,image/jpeg,Faculty/Staff; Women,,,Group and members of Extension staff,1933,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-141b, Group and members of Extension staff, 1933",https://archive.org/details/UAA-1969-097-141b
uaa-1969-097-183a.tiff,https://archive.org/download/uaa-1969-097-183a.tiff/uaa-1969-097-183a.tiff.jpg,image/jpeg,Buildings,,,Arts Building,1933,University of Alberta Archives,University of Alberta Arts Building 1933,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-183a.tiff, Arts Building, 1933",https://archive.org/details/uaa-1969-097-183a.tiff
UAA-1977-046-006,https://archive.org/download/UAA-1977-046-006/UAA-1977-046-006.jpg,image/jpeg,Sciences/Engineering,,,Peter (Pete) Pitcher,1933,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1977-046-006, Peter (Pete) Pitcher, 1933",https://archive.org/details/UAA-1977-046-006
uaa-1969-095-029,https://archive.org/download/uaa-1969-095-029/uaa-1969-095-029.jpg,image/jpeg,Student Government,,,Wauneita Masquerade,1934,University of Alberta Archives,"Wauneita Masquerade.Jan. 10, 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-029, Wauneita Masquerade, 1934",https://archive.org/details/uaa-1969-095-029
uaa-1969-095-030,https://archive.org/download/uaa-1969-095-030/uaa-1969-095-030.jpg,image/jpeg,Events; Women,,,Group Posing at Wauneita Masquerade,1934,University of Alberta Archives,"Group Posing at Wauneita Masquerade.Jan. 10, 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-030, Group Posing at Wauneita Masquerade, 1934",https://archive.org/details/uaa-1969-095-030
uaa-1969-095-032,https://archive.org/download/uaa-1969-095-032/uaa-1969-095-032.jpg,image/jpeg,Student Life,,,"Play ""Joan of the Nancy Lee""",1934,University of Alberta Archives,"Play, ""Joan of the Nancy Lee"", Feb., 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-032, Play ""Joan of the Nancy Lee"", 1934",https://archive.org/details/uaa-1969-095-032
uaa-1969-095-042,https://archive.org/download/uaa-1969-095-042/uaa-1969-095-042.jpg,image/jpeg,Military; Events,,,Annual C.O.T.C. Officers' Mess dinner,1934,University of Alberta Archives,"Annual C.O.T.C. Officers' Mess dinner, Feb 24 , 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-042, Annual C.O.T.C. Officers' Mess dinner, 1934",https://archive.org/details/uaa-1969-095-042
UAA-1969-095-048a,https://archive.org/download/UAA-1969-095-048a/UAA-1969-095-048a.jpg,image/jpeg,Classroom; Health Sciences,,,Pharmacy Lab,1934,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-048a, Pharmacy Lab, 1934",https://archive.org/details/UAA-1969-095-048a
uaa-1969-095-049a,https://ia802200.us.archive.org/2/items/uaa-1969-095-049a/UAA-1969-095-049a.tiff.jpg,image/jpeg,Health Sciences,,,Pharmacy lab,1934,University of Alberta Archives,"Pharmacy lab March, 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-049a, Pharmacy lab, 1934",https://archive.org/details/uaa-1969-095-049a
uaa-1969-095-051,https://archive.org/download/uaa-1969-095-051/uaa-1969-095-051.jpg,image/jpeg,Athletics,,,Varsity hockey team,1934,University of Alberta Archives,"Varsity hockey team March 1, 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-051, Varsity hockey team, 1934",https://archive.org/details/uaa-1969-095-051
uaa-1969-095-052a,https://archive.org/download/uaa-1969-095-052a/uaa-1969-095-052a.jpg,image/jpeg,Athletics,,,Varsity hockey team,1934,University of Alberta Archives,"Varsity hockey team March 1, 1934.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-052a, Varsity hockey team, 1934",https://archive.org/details/uaa-1969-095-052a
UAA-1969-095-054,https://archive.org/download/UAA-1969-095-054/UAA-1969-095-054.jpg,image/jpeg,Athletics,,,Varsity hockey team,1934,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-054, Varsity hockey team, 1934",https://archive.org/details/UAA-1969-095-054
UAA-1974-116-004,https://archive.org/download/UAA-1974-116-004/UAA-1974-116-004.jpg,image/jpeg,Radio/Television; Women,,,CKUA Radio Players,1934,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1974-116-004, CKUA Radio Players, 1934",https://archive.org/details/UAA-1974-116-004
uaa-1969-095-079,https://archive.org/download/uaa-1969-095-079/uaa-1969-095-079.jpg,image/jpeg,Athletics,,,Track meet Pole vault,1935,University of Alberta Archives,"Track meet, pole vault October 1935",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-079, Track meet Pole vault, 1935",https://archive.org/details/uaa-1969-095-079
UAA-1969-095-098a,https://archive.org/download/UAA-1969-095-098a/UAA-1969-095-098a.jpg,image/jpeg,Student Life; Women,,,Co-Eds Read Gateway Between Lectures,1935,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-098a, Co-Eds Read Gateway Between Lectures, 1935",https://archive.org/details/UAA-1969-095-098a
UAA-1969-095-099a,https://archive.org/download/UAA-1969-095-099a/UAA-1969-095-099a.jpg,image/jpeg,Student Government; Buildings,,,"Students' Council President, Ted Bishop",1935,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-099a, Students' Council President, Ted Bishop, 1935",https://archive.org/details/UAA-1969-095-099a
uaa-1969-095-101,https://archive.org/download/uaa-1969-095-101/uaa-1969-095-101.jpg,image/jpeg,Women; Clubs/Fraternities; Student Initiation,,,Wauneita room in Pembina Hall,1935,University of Alberta Archives,"Wauneita room in Pembina Hall. Nov. 22, 1935.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-101, Wauneita room in Pembina Hall, 1935",https://archive.org/details/uaa-1969-095-101
UAA-1969-095-112,https://archive.org/download/UAA-1969-095-112/UAA-1969-095-112.jpg,image/jpeg,Student Life; Buildings,,,Students north of St. Joseph's College,1935,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-112, Students north of St. Joseph's College, 1935",https://archive.org/details/UAA-1969-095-112
UAA-1974-037-011-3189,https://archive.org/download/UAA-1974-037-011-3189/UAA-1974-037-011-3189.jpg,image/jpeg,Buildings; Hospital; Health Sciences,,,University Hospital in winter,1935,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1974-037-011-3189, University Hospital in winter, 1935",https://archive.org/details/UAA-1974-037-011-3189
UAA-2001-058-024,https://archive.org/download/UAA-2001-058-024/UAA-2001-058-024.jpg,image/jpeg,Composers; Musicians,,,Violet Archer at McGill University,1936,,,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-2001-058-024, Violet Archer at McGill University, 1936",https://archive.org/details/UAA-2001-058-024
UAA-1969-095-150a,https://archive.org/download/UAA-1969-095-150a/UAA-1969-095-150a.jpg,image/jpeg,Athletics,,,"Rugby, E.A.C vs. U of A",1937,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-150a, Rugby, E.A.C vs. U of A, 1937",https://archive.org/details/UAA-1969-095-150a
UAA-1969-095-151,https://archive.org/download/UAA-1969-095-151/UAA-1969-095-151.jpg,image/jpeg,Athletics,,,"Rugby, E.A.C vs. U of A",1937,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-151, Rugby, E.A.C vs. U of A, 1937",https://archive.org/details/UAA-1969-095-151
UAA-1969-095-152,https://archive.org/download/UAA-1969-095-152/UAA-1969-095-152.jpg,image/jpeg,Convocation; Events; Women,,,Convocation,1937,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-152, Convocation, 1937",https://archive.org/details/UAA-1969-095-152
UAA-1969-095-153a,https://archive.org/download/UAA-1969-095-153a/UAA-1969-095-153a.jpg,image/jpeg,Convocation; Events; Women,,,Convocation,1937,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-153a, Convocation, 1937",https://archive.org/details/UAA-1969-095-153a
UAA-1969-095-157,https://archive.org/download/UAA-1969-095-157/UAA-1969-095-157.jpg,image/jpeg,Convocation; Events; President; Faculty/Staff,,,Convocation,1937,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-157, Convocation, 1937",https://archive.org/details/UAA-1969-095-157
